263	150
263	200
263	247
263	211
263	316
263	316
124	166
124	81
124	132
124	81
124	81
124	81
124	166
124	81
124	81
381	2
381	2
381	132
258	258
258	47
343	81
343	81
343	81
343	81
343	131
364	429
211	166
211	166
211	391
211	152
211	166
211	166
211	303
261	133
261	320
261	320
261	302
261	30
261	248
261	305
261	245
261	245
261	289
261	165
261	52
261	59
49	59
49	284
49	342
49	160
49	374
49	266
49	374
49	312
49	59
49	18
49	74
49	427
49	47
49	424
49	133
49	287
49	374
49	280
49	30
49	117
49	374
49	289
49	160
49	202
49	261
49	311
49	261
49	6
49	248
49	16
49	412
49	401
49	354
49	261
49	266
49	158
49	59
49	322
49	167
49	16
49	261
49	422
49	16
49	126
49	238
49	277
384	52
384	384
384	384
384	384
384	12
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	12
384	384
384	384
384	384
384	384
384	384
384	384
384	74
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
384	384
340	23
340	23
340	23
340	127
340	23
340	166
340	23
340	23
340	409
340	409
340	98
340	23
340	182
340	23
412	59
412	414
412	302
412	284
412	269
412	106
412	51
412	44
412	165
412	414
412	389
412	72
202	202
202	202
202	144
202	244
202	54
202	356
196	152
196	388
196	166
196	166
196	81
196	81
323	216
323	239
323	324
323	324
323	166
26	79
26	82
26	302
26	44
26	353
26	289
26	302
26	51
26	389
26	254
26	94
281	166
281	281
281	281
281	282
281	131
281	282
281	62
281	81
338	81
338	81
338	81
338	81
338	81
94	286
62	81
62	166
62	81
62	81
62	81
284	133
284	302
284	16
395	308
60	286
60	12
60	257
373	373
96	89
96	81
96	166
96	81
96	431
96	166
96	201
96	166
96	166
96	166
96	166
96	166
96	166
96	152
96	201
96	166
96	152
35	244
35	16
35	47
35	244
35	422
35	78
35	238
35	35
35	121
35	427
320	12
320	284
320	244
320	261
320	54
320	82
320	6
320	18
320	261
171	81
134	370
134	166
134	345
134	132
134	132
132	166
250	81
250	81
254	253
254	244
8	12
8	6
8	59
8	285
8	160
36	67
36	422
36	422
36	52
36	183
36	342
36	52
36	64
36	36
36	291
36	84
36	341
36	52
36	412
36	16
36	52
36	264
36	264
36	341
36	341
36	165
36	26
36	311
36	267
36	399
36	138
36	153
389	12
389	44
389	122
389	202
389	156
164	148
164	287
164	424
164	6
22	255
22	291
423	296
16	133
16	59
16	284
16	269
16	342
16	62
16	160
16	302
16	261
16	148
16	305
16	202
16	156
16	44
16	244
16	289
16	54
16	91
16	106
16	51
16	21
16	52
16	51
16	59
16	18
16	59
16	36
16	254
16	427
268	414
268	414
268	23
268	354
268	82
268	312
268	155
268	353
392	278
392	16
428	244
428	23
428	195
428	428
428	227
428	84
428	428
428	260
393	331
393	59
393	28
393	160
393	112
393	393
393	393
393	106
393	331
393	393
393	74
393	59
393	172
393	393
393	16
393	393
393	393
393	393
30	308
30	284
30	12
30	286
30	30
30	82
30	43
30	94
30	30
30	16
30	385
30	43
30	30
30	30
30	30
30	67
30	30
30	286
30	427
30	30
30	30
30	30
30	30
297	322
297	358
131	25
131	282
131	81
131	81
131	281
131	282
131	81
131	166
131	152
131	166
131	81
131	81
172	331
172	6
172	300
172	331
208	352
208	210
359	33
359	342
359	7
359	390
137	12
137	12
287	284
287	424
283	6
283	16
283	341
283	375
283	94
283	6
283	389
283	16
283	94
372	372
372	372
365	414
365	91
365	375
365	372
365	414
391	166
285	166
285	285
285	285
285	81
285	81
285	245
76	166
215	152
215	81
215	196
215	81
215	166
215	166
215	208
215	329
215	81
215	231
339	151
339	164
339	424
339	389
339	343
339	165
76	81
76	76
76	168
76	76
76	81
76	37
76	291
76	76
76	124
76	37
76	78
335	287
161	353
161	165
161	143
161	322
62	210
62	373
142	23
291	12
291	291
356	166
190	166
190	288
190	91
190	230
190	81
190	81
190	416
190	81
190	416
190	288
276	23
276	377
276	149
276	294
276	333
276	23
231	166
231	132
231	247
231	81
231	132
231	214
231	214
231	166
175	68
175	200
175	171
81	33
81	85
81	162
81	131
81	33
81	136
81	171
81	196
81	260
81	166
121	121
121	121
289	286
289	156
289	106
289	278
289	266
289	266
425	425
425	306
425	425
425	425
425	425
100	166
253	189
253	160
253	278
253	389
253	6
253	412
253	278
253	289
253	54
253	106
253	278
253	253
253	427
209	155
209	83
209	211
209	166
209	260
209	249
209	162
209	166
209	166
209	210
209	318
209	124
209	33
209	337
209	208
209	317
209	377
209	260
209	61
209	111
209	216
209	152
209	250
209	100
209	388
209	90
209	373
209	214
209	348
209	131
209	216
209	152
430	132
14	316
14	81
6	133
6	59
6	269
6	64
6	62
6	302
6	261
6	148
6	52
6	324
6	30
6	305
6	202
6	156
6	244
6	289
6	54
6	244
6	12
6	312
6	353
6	278
6	106
6	21
264	81
264	81
264	81
264	85
264	166
209	354
209	81
209	47
209	81
209	152
143	284
143	12
143	342
143	122
143	160
143	302
143	244
143	289
143	54
143	106
143	21
143	52
143	59
143	254
143	206
143	68
143	266
54	12
54	16
54	148
54	16
54	322
54	16
54	94
352	81
352	81
326	374
326	82
326	82
326	342
326	302
326	94
326	286
299	294
299	294
299	377
299	294
299	200
299	200
299	200
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
299	149
217	81
217	365
217	365
2	253
2	132
2	81
2	81
113	74
113	7
113	7
23	340
257	172
305	160
305	397
305	64
18	160
18	302
18	148
18	202
18	374
18	289
278	284
278	286
278	342
278	62
278	160
278	6
278	2
278	264
278	20
278	52
278	202
278	156
278	184
278	412
278	244
278	202
278	266
278	265
278	192
278	143
278	353
278	165
278	16
278	106
278	133
278	16
278	21
278	16
229	81
222	166
222	81
222	166
222	166
222	81
222	81
222	166
222	81
222	81
222	81
222	81
222	81
222	81
222	81
222	81
222	166
222	81
222	166
222	152
222	81
222	81
222	152
222	81
222	166
222	260
222	152
222	152
222	152
222	81
222	81
228	358
405	149
405	255
324	54
324	16
324	393
324	16
324	133
324	133
199	19
199	30
93	59
93	284
93	342
93	160
93	302
93	106
93	21
93	52
93	18
93	254
346	248
40	59
40	284
40	342
40	62
40	160
40	302
40	414
40	52
40	324
40	324
40	244
40	18
40	424
40	133
40	67
40	280
40	94
40	30
40	393
40	30
40	59
40	6
40	399
12	166
141	247
242	358
242	372
242	224
242	125
242	62
242	217
242	315
375	166
337	81
337	19
337	166
337	132
337	81
189	425
410	166
410	152
410	166
410	235
410	3
410	166
410	166
410	166
15	342
138	82
138	82
138	278
138	7
138	422
138	16
138	47
138	16
138	94
138	392
138	261
138	82
138	143
138	289
138	160
138	399
138	16
259	16
259	59
259	269
259	193
259	54
259	292
259	16
259	51
259	16
259	16
259	16
259	6
259	279
259	279
64	16
64	342
64	160
64	302
64	202
64	289
64	6
64	52
64	16
64	16
64	18
187	314
187	81
187	81
187	237
401	401
401	302
401	6
366	6
366	331
366	399
366	175
366	354
366	31
366	12
117	12
117	384
117	6
117	117
117	117
117	117
117	117
117	25
117	117
117	286
312	312
312	302
312	54
312	72
312	38
312	38
312	302
312	106
312	261
312	46
312	248
312	113
312	309
312	288
312	154
312	389
312	353
312	7
312	342
312	261
312	253
312	244
312	156
312	73
312	244
71	162
71	152
71	132
71	182
71	227
71	201
71	132
71	85
71	274
71	388
71	62
71	166
71	198
71	227
71	166
71	373
71	166
71	227
71	81
71	162
71	152
71	227
71	81
71	166
71	373
438	59
438	284
438	269
438	64
438	342
438	62
438	160
438	302
438	148
438	202
438	156
438	289
438	399
438	54
438	106
438	21
438	52
438	51
155	62
155	62
155	62
155	62
155	62
155	62
155	132
155	132
155	62
155	274
155	62
155	203
155	381
155	274
400	65
400	65
400	166
216	224
216	343
216	391
150	81
150	81
150	152
150	81
150	81
150	81
150	362
150	362
150	362
150	362
150	132
150	132
150	81
397	77
397	143
397	8
397	393
397	68
397	78
397	158
397	158
397	385
397	158
397	6
397	158
397	405
342	67
342	423
342	198
342	54
342	412
342	324
342	165
342	54
342	106
342	148
342	15
61	81
345	405
345	294
238	12
238	144
238	244
238	287
238	6
238	160
31	31
31	31
382	200
382	382
382	294
382	149
382	166
95	166
95	340
95	245
95	152
95	62
95	81
95	245
265	289
314	81
314	81
314	136
314	239
314	81
314	132
314	23
314	81
314	166
314	166
314	81
295	308
295	293
41	19
41	6
41	6
41	74
41	6
41	74
41	6
357	166
357	289
357	289
2	184
2	369
185	144
185	324
185	43
185	401
127	306
127	294
127	391
127	391
127	283
127	424
351	193
351	81
351	271
428	394
428	377
428	203
428	166
428	81
428	81
428	98
428	23
195	195
195	12
195	160
195	94
195	195
195	195
195	195
195	195
195	286
195	195
195	59
195	195
195	195
195	51
195	195
195	195
195	195
195	6
195	18
195	195
37	81
86	94
86	12
86	12
86	12
86	118
86	286
86	12
86	94
86	16
86	118
86	308
86	28
86	94
86	16
86	16
86	86
86	86
86	86
86	94
307	81
307	393
307	196
307	210
288	6
288	136
2	264
2	20
2	42
2	369
2	166
2	289
173	253
173	328
173	260
173	15
173	431
173	174
173	166
267	374
267	370
267	6
267	305
267	30
267	30
267	193
267	193
267	6
267	192
267	393
267	191
267	331
267	106
267	20
267	16
267	16
267	6
53	81
53	81
53	81
248	16
248	59
248	284
248	160
248	302
248	244
248	54
248	106
248	133
248	248
33	397
33	79
33	249
148	28
148	59
148	30
148	202
148	74
148	74
148	30
148	12
148	30
318	166
89	166
89	166
89	166
89	431
89	166
431	431
431	81
431	132
431	81
431	81
431	81
431	166
431	201
431	81
431	81
431	81
431	81
431	81
431	132
431	166
431	81
431	81
431	431
431	81
431	395
431	81
431	81
431	166
431	81
431	81
431	81
431	81
431	81
431	166
431	190
431	81
431	201
431	81
431	81
431	152
431	132
431	81
431	431
302	414
302	133
302	67
302	414
302	59
302	284
302	74
302	269
302	64
302	342
302	184
302	51
302	62
302	200
302	82
302	160
302	74
302	148
302	52
302	30
302	305
302	144
302	202
302	26
302	156
302	74
302	244
302	289
302	412
302	74
302	82
302	51
302	106
302	26
302	412
302	331
302	412
302	412
302	82
302	67
302	21
302	82
302	312
302	52
302	51
302	414
302	412
302	72
302	322
302	59
72	59
72	342
72	412
72	302
72	414
72	106
72	354
205	81
205	81
205	81
205	81
205	62
205	81
13	43
153	312
153	244
153	399
153	331
153	74
300	94
77	412
47	59
47	302
47	52
47	324
47	202
47	244
47	422
47	18
47	16
47	16
47	16
47	424
47	6
47	393
374	52
374	353
374	64
374	389
374	74
374	331
374	374
374	118
374	384
374	312
374	309
374	18
374	389
51	59
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	302
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
51	51
439	132
439	62
439	62
432	160
432	438
432	51
432	269
432	331
432	312
432	399
432	432
432	424
432	409
130	37
292	302
292	202
292	193
292	289
292	54
292	106
292	312
152	201
152	290
152	62
152	334
152	373
152	85
152	208
152	369
152	234
152	33
152	373
152	290
152	439
152	373
152	12
152	260
152	435
152	352
152	260
152	274
152	2
152	334
152	352
152	338
152	352
152	127
152	171
152	62
159	184
163	81
163	132
163	406
98	81
98	166
98	81
98	81
3	210
3	210
3	289
3	210
3	81
3	159
3	346
3	81
145	145
145	145
145	227
145	145
201	81
201	42
433	426
106	302
106	302
5	166
309	309
309	52
309	289
309	18
309	199
309	12
213	166
213	166
213	166
213	81
213	81
213	81
213	166
213	81
74	309
74	184
74	30
74	286
74	72
74	342
74	153
74	93
74	143
74	106
74	302
74	19
74	331
74	36
74	291
74	43
74	412
74	122
74	257
74	392
74	295
74	184
74	412
74	82
74	286
74	278
74	138
74	353
74	165
74	302
74	291
308	308
308	308
308	308
308	308
308	308
308	308
42	377
42	366
62	16
62	195
62	16
62	67
62	68
62	16
62	298
327	14
78	302
78	289
78	12
78	302
78	438
415	415
136	81
136	166
136	81
136	81
136	166
136	340
136	152
136	198
136	166
136	18
136	166
136	166
136	234
136	342
136	33
133	59
133	284
133	342
133	62
133	278
133	414
133	261
133	202
133	26
133	244
133	289
133	16
133	16
133	54
133	106
133	26
133	392
133	280
133	67
133	21
133	312
133	312
133	59
133	59
133	248
133	248
133	266
149	294
149	382
149	216
149	294
149	382
149	294
149	37
149	294
149	294
149	294
149	294
149	294
149	347
149	377
149	377
149	391
149	294
149	294
149	294
149	294
149	37
149	294
149	294
386	127
28	28
115	148
115	47
115	353
217	409
255	200
255	149
255	149
255	294
200	255
200	255
200	255
200	255
200	200
19	12
19	18
19	302
19	331
19	74
19	354
19	12
19	106
19	19
19	206
19	59
19	18
19	19
19	412
19	16
19	94
19	16
19	30
427	414
427	393
427	331
427	331
427	253
427	51
427	172
427	393
427	148
427	193
427	295
427	399
427	16
427	67
427	331
427	6
427	389
427	144
427	191
427	393
427	280
427	324
427	113
427	114
427	374
427	30
427	412
427	393
369	81
369	369
192	192
192	192
192	113
33	178
33	35
33	35
271	81
271	193
436	132
436	62
436	81
316	107
316	166
156	16
156	244
156	302
156	6
156	6
156	172
156	12
156	266
156	94
156	30
156	412
156	16
24	23
24	59
83	81
83	81
83	81
112	59
112	393
112	393
112	393
112	93
112	427
112	82
112	393
112	393
112	393
112	393
112	424
112	30
311	193
311	158
311	59
311	278
311	311
311	195
266	244
266	284
266	342
266	160
266	151
266	156
266	165
266	206
266	289
266	18
266	312
266	43
266	154
266	64
193	44
193	68
193	295
193	412
193	289
193	389
193	370
193	16
193	279
193	82
108	108
108	216
108	108
331	331
331	331
331	195
331	6
331	331
331	16
331	6
331	133
331	331
331	331
331	79
331	59
331	331
331	284
331	331
331	269
331	64
331	331
331	331
331	331
331	160
331	331
331	302
331	331
331	167
331	331
331	261
331	331
331	148
331	331
331	331
331	52
331	41
331	46
331	331
331	331
331	331
331	331
331	30
331	73
331	331
331	331
331	51
331	74
123	81
59	112
59	6
59	12
59	51
59	172
59	324
59	393
59	393
59	393
59	393
274	81
274	227
274	81
274	381
126	126
126	126
126	126
126	126
126	126
394	81
394	324
394	324
394	324
230	230
230	206
315	305
294	149
294	149
294	149
294	37
294	149
294	149
294	149
294	386
294	149
294	347
294	347
294	269
294	377
294	391
294	149
294	382
294	333
294	149
294	391
294	149
294	347
294	391
294	149
107	81
73	16
73	52
73	308
73	312
73	94
73	308
73	308
63	79
63	21
63	51
63	79
63	46
63	133
63	79
63	46
79	286
79	21
79	289
198	113
198	15
198	15
198	342
46	327
367	166
367	81
186	186
186	23
186	100
260	81
260	166
260	179
260	166
310	210
310	426
426	295
426	36
416	416
416	416
416	59
416	416
416	416
416	416
416	416
416	381
416	416
416	416
416	416
416	416
416	12
416	416
416	326
416	46
416	331
416	331
416	385
247	237
247	128
247	134
247	108
1	412
1	412
1	168
1	106
1	16
1	414
1	168
1	324
1	308
1	328
1	395
1	16
1	331
1	331
1	331
1	320
1	16
1	84
43	144
43	165
43	62
43	202
43	244
184	2
184	82
38	269
38	6
38	342
38	160
38	269
38	52
38	51
38	64
38	51
38	21
38	38
38	18
38	12
38	38
38	266
38	193
406	81
406	81
219	166
219	1
219	81
219	81
219	81
219	152
219	152
219	81
390	166
390	81
390	222
390	81
390	81
390	413
390	166
390	359
390	132
390	132
390	166
249	81
249	81
399	12
399	399
399	427
399	82
399	412
399	399
399	133
399	43
399	12
399	399
399	399
399	399
399	399
399	399
385	385
385	195
385	46
385	254
385	23
355	196
194	84
194	84
194	354
7	244
7	59
7	59
7	266
7	16
7	47
7	184
7	266
7	261
7	94
7	19
7	342
221	132
82	192
82	284
82	286
82	269
82	64
82	62
82	106
82	302
82	52
82	156
82	54
82	184
82	320
82	278
82	353
82	289
82	16
82	54
82	106
82	46
82	412
82	46
82	7
82	21
82	52
82	51
82	6
82	46
82	16
82	18
179	196
179	81
46	51
46	385
46	82
25	94
25	192
25	156
25	324
25	385
25	16
25	16
25	16
183	166
183	62
183	81
183	62
183	213
183	166
183	62
183	340
183	62
183	132
183	166
183	132
183	201
183	314
290	166
290	166
290	23
334	166
334	274
334	274
348	249
269	73
269	41
269	361
269	269
269	438
269	94
269	344
269	269
269	286
269	6
269	269
269	269
224	166
224	113
226	81
226	132
303	81
166	85
166	400
166	100
166	132
241	166
241	111
241	132
241	196
241	241
245	166
418	324
418	324
418	117
418	16
418	16
418	248
418	416
116	103
116	56
116	161
116	81
116	285
116	243
116	161
116	269
116	277
116	191
151	162
151	339
87	166
87	81
87	62
87	38
87	166
87	166
87	81
87	62
87	166
87	132
87	38
87	132
87	81
87	38
87	81
165	278
422	160
422	36
422	148
422	6
422	106
422	74
280	59
280	288
280	312
280	18
280	266
280	47
280	287
212	81
377	23
377	347
377	166
34	281
34	81
34	132
34	264
34	373
197	64
197	197
197	19
197	194
21	18
21	67
414	74
414	302
414	412
414	51
414	302
414	16
414	16
414	26
414	414
414	286
414	74
414	16
414	302
414	365
414	342
414	74
414	6
414	302
414	72
319	354
319	166
322	59
322	284
322	302
322	52
322	30
322	192
322	202
322	156
322	257
322	244
322	302
322	59
322	156
80	284
80	269
80	160
80	148
80	305
80	156
80	412
80	16
80	106
80	26
80	308
80	312
80	18
80	44
80	44
80	44
80	266
80	424
80	193
80	47
80	133
80	287
80	94
80	344
80	342
80	30
80	16
80	393
80	44
80	412
80	16
80	311
80	18
80	59
80	399
80	16
80	269
80	30
80	6
80	438
80	351
80	351
65	62
65	132
65	34
65	166
65	132
65	102
65	406
65	87
65	239
65	166
65	349
65	81
65	239
65	152
65	358
65	152
65	166
65	81
65	430
65	81
65	195
317	166
317	81
317	81
317	196
317	166
328	6
328	6
139	68
139	18
139	68
139	30
353	133
353	59
353	64
353	62
353	160
353	278
353	278
353	261
353	52
353	74
353	278
353	143
353	138
353	348
353	54
353	312
353	286
353	16
353	302
353	278
353	59
353	59
353	47
353	202
353	254
353	427
353	266
353	424
206	286
206	286
206	156
206	91
206	206
206	68
206	91
277	79
277	26
277	12
301	166
301	203
301	81
301	81
301	81
301	152
301	301
301	76
154	160
154	148
154	191
154	185
154	185
154	244
154	106
154	21
154	52
154	59
154	406
154	286
214	81
214	81
214	81
214	81
214	166
214	81
214	81
214	132
214	166
214	166
214	81
214	166
214	81
147	147
147	147
147	147
147	147
147	147
147	147
147	147
147	147
147	147
147	147
147	412
33	166
33	132
33	171
33	62
33	62
33	152
33	81
33	81
33	81
33	222
244	156
244	244
244	117
244	312
244	44
244	16
235	152
9	121
9	166
9	81
9	152
9	121
9	81
9	211
9	152
9	52
9	152
9	152
9	166
9	81
9	152
9	62
9	152
9	62
9	71
9	101
362	288
362	288
362	288
362	210
362	132
370	44
